id,state,value,group
2,Alaska,0.7770750115872941,import_resilience_2012
2,Alaska,0.1328540843613902,export_resilience_2012
2,Alaska,0.0076485122168973,import_resilience_network_2012
2,Alaska,0.0002444283704091,export_resilience_network_2012
2,Alaska,0.2501321736366232,import_resilience_2017
2,Alaska,0.2104471987051798,export_resilience_2017
2,Alaska,0.0018035464341475,import_resilience_network_2017
2,Alaska,0.0015170497759827,export_resilience_network_2017
1,Alabama,0.9237716619717924,import_resilience_2012
1,Alabama,0.912361464288801,export_resilience_2012
1,Alabama,0.0086991503871023,import_resilience_network_2012
1,Alabama,0.0098832273662477,export_resilience_network_2012
1,Alabama,0.9483241424959664,import_resilience_2017
1,Alabama,0.9561972630065008,export_resilience_2017
1,Alabama,0.0118473572149091,import_resilience_network_2017
1,Alabama,0.014372486625134,export_resilience_network_2017
5,Arkansas,0.8194168327768604,import_resilience_2012
5,Arkansas,0.803092519966355,export_resilience_2012
5,Arkansas,0.0137005267301237,import_resilience_network_2012
5,Arkansas,0.0133597650876297,export_resilience_network_2012
5,Arkansas,0.9074695770794674,import_resilience_2017
5,Arkansas,0.9392037517229336,export_resilience_2017
5,Arkansas,0.0119013758455848,import_resilience_network_2017
5,Arkansas,0.0260510702054753,export_resilience_network_2017
4,Arizona,0.9281228633969456,import_resilience_2012
4,Arizona,0.8237520560228851,export_resilience_2012
4,Arizona,0.0103454941867042,import_resilience_network_2012
4,Arizona,0.0059015605246469,export_resilience_network_2012
4,Arizona,0.9422086329519076,import_resilience_2017
4,Arizona,0.8732185184329503,export_resilience_2017
4,Arizona,0.0255361312582445,import_resilience_network_2017
4,Arizona,0.0105078940633408,export_resilience_network_2017
6,California,0.9396248687925356,import_resilience_2012
6,California,0.952955418987436,export_resilience_2012
6,California,0.1379535161734355,import_resilience_network_2012
6,California,0.1275994392537952,export_resilience_network_2012
6,California,0.9636965166180982,import_resilience_2017
6,California,0.9699704076958512,export_resilience_2017
6,California,0.1083134865043111,import_resilience_network_2017
6,California,0.1317062517163685,export_resilience_network_2017
8,Colorado,0.9196412194643064,import_resilience_2012
8,Colorado,0.9543474635629532,export_resilience_2012
8,Colorado,0.014703174316528,import_resilience_network_2012
8,Colorado,0.0142371235308334,export_resilience_network_2012
8,Colorado,0.9345061533250316,import_resilience_2017
8,Colorado,0.8678289051397157,export_resilience_2017
8,Colorado,0.0088279556043243,import_resilience_network_2017
8,Colorado,0.0037572841902825,export_resilience_network_2017
9,Connecticut,0.9277404865415674,import_resilience_2012
9,Connecticut,0.8041597323192019,export_resilience_2012
9,Connecticut,0.0067694401499665,import_resilience_network_2012
9,Connecticut,0.0020696492422074,export_resilience_network_2012
9,Connecticut,0.9250001219559016,import_resilience_2017
9,Connecticut,0.3789904030086016,export_resilience_2017
9,Connecticut,0.0043295417496372,import_resilience_network_2017
9,Connecticut,0.0003342358267136,export_resilience_network_2017
11,District of Columbia,0.8268549295103587,import_resilience_2012
11,District of Columbia,0.3299400261950038,export_resilience_2012
11,District of Columbia,0.0004635953348938,import_resilience_network_2012
11,District of Columbia,6.547968828164304e-06,export_resilience_network_2012
11,District of Columbia,0.6981085577719218,import_resilience_2017
11,District of Columbia,0.4086346833816504,export_resilience_2017
11,District of Columbia,0.0001975047225702,import_resilience_network_2017
11,District of Columbia,4.0549998317504086e-06,export_resilience_network_2017
10,Delaware,0.9182182325510896,import_resilience_2012
10,Delaware,0.9029839686814864,export_resilience_2012
10,Delaware,0.0012054850654844,import_resilience_network_2012
10,Delaware,0.0007116645092631,export_resilience_network_2012
10,Delaware,0.8731974973095711,import_resilience_2017
10,Delaware,0.9432425014179217,export_resilience_2017
10,Delaware,0.0009938791651152,import_resilience_network_2017
10,Delaware,0.0050681581343677,export_resilience_network_2017
12,Florida,0.9389590297343748,import_resilience_2012
12,Florida,0.9078218512249414,export_resilience_2012
12,Florida,0.0465079305489487,import_resilience_network_2012
12,Florida,0.0262780331976817,export_resilience_network_2012
12,Florida,0.9614027728272844,import_resilience_2017
12,Florida,0.8722093103363635,export_resilience_2017
12,Florida,0.0616547683428548,import_resilience_network_2017
12,Florida,0.025543432622626,export_resilience_network_2017
13,Georgia,0.971603037060884,import_resilience_2012
13,Georgia,0.9682336780284688,export_resilience_2012
13,Georgia,0.0451836073366043,import_resilience_network_2012
13,Georgia,0.0354273289988473,export_resilience_network_2012
13,Georgia,0.964897656083769,import_resilience_2017
13,Georgia,0.962577978778902,export_resilience_2017
13,Georgia,0.0521144472010047,import_resilience_network_2017
13,Georgia,0.0387610744760894,export_resilience_network_2017
15,Hawaii,0.6085326554381465,import_resilience_2012
15,Hawaii,0.0,export_resilience_2012
15,Hawaii,0.0004974172915115,import_resilience_network_2012
15,Hawaii,0.0,export_resilience_network_2012
15,Hawaii,0.4999533392602547,import_resilience_2017
15,Hawaii,0.0,export_resilience_2017
15,Hawaii,6.421498681670087e-05,import_resilience_network_2017
15,Hawaii,0.0,export_resilience_network_2017
19,Iowa,0.8762721085020674,import_resilience_2012
19,Iowa,0.9541054752045376,export_resilience_2012
19,Iowa,0.0203466150116501,import_resilience_network_2012
19,Iowa,0.0525730817413756,export_resilience_network_2012
19,Iowa,0.8689794021697219,import_resilience_2017
19,Iowa,0.9465100042712912,export_resilience_2017
19,Iowa,0.0260215507503978,import_resilience_network_2017
19,Iowa,0.0583989152116949,export_resilience_network_2017
16,Idaho,0.8595143625842225,import_resilience_2012
16,Idaho,0.8618053991249379,export_resilience_2012
16,Idaho,0.0036071967317829,import_resilience_network_2012
16,Idaho,0.0098291238231828,export_resilience_network_2012
16,Idaho,0.8044747568026491,import_resilience_2017
16,Idaho,0.9142941211564148,export_resilience_2017
16,Idaho,0.0034512718497684,import_resilience_network_2017
16,Idaho,0.0071918760670634,export_resilience_network_2017
17,Illinois,0.9620675941489284,import_resilience_2012
17,Illinois,0.9527354249658244,export_resilience_2012
17,Illinois,0.0701221116882122,import_resilience_network_2012
17,Illinois,0.0606927097484045,export_resilience_network_2012
17,Illinois,0.9591872696157402,import_resilience_2017
17,Illinois,0.7903488142916659,export_resilience_2017
17,Illinois,0.046032564342379,import_resilience_network_2017
17,Illinois,0.0613601318513776,export_resilience_network_2017
18,Indiana,0.941584058939668,import_resilience_2012
18,Indiana,0.9689563998779046,export_resilience_2012
18,Indiana,0.0198289744066112,import_resilience_network_2012
18,Indiana,0.0318894041339889,export_resilience_network_2012
18,Indiana,0.9332502545255992,import_resilience_2017
18,Indiana,0.9356352282026104,export_resilience_2017
18,Indiana,0.0190318457037686,import_resilience_network_2017
18,Indiana,0.0240518168746318,export_resilience_network_2017
20,Kansas,0.8066779490415228,import_resilience_2012
20,Kansas,0.890819861147052,export_resilience_2012
20,Kansas,0.0147268045510122,import_resilience_network_2012
20,Kansas,0.0248898162799171,export_resilience_network_2012
20,Kansas,0.9204987461041166,import_resilience_2017
20,Kansas,0.9111237188074665,export_resilience_2017
20,Kansas,0.0128045657462736,import_resilience_network_2017
20,Kansas,0.0310893154560149,export_resilience_network_2017
21,Kentucky,0.945392422204149,import_resilience_2012
21,Kentucky,0.9621332355621196,export_resilience_2012
21,Kentucky,0.0105214123128349,import_resilience_network_2012
21,Kentucky,0.0165852316612321,export_resilience_network_2012
21,Kentucky,0.9654441088335468,import_resilience_2017
21,Kentucky,0.9594471835461288,export_resilience_2017
21,Kentucky,0.0068238663090529,import_resilience_network_2017
21,Kentucky,0.0128559871320992,export_resilience_network_2017
22,Louisiana,0.9468561437230104,import_resilience_2012
22,Louisiana,0.8825074022279964,export_resilience_2012
22,Louisiana,0.037858330231529,import_resilience_network_2012
22,Louisiana,0.0078653495574605,export_resilience_network_2012
22,Louisiana,0.8529772250533877,import_resilience_2017
22,Louisiana,0.857587587502922,export_resilience_2017
22,Louisiana,0.0572423166554199,import_resilience_network_2017
22,Louisiana,0.0022108658734444,export_resilience_network_2017
25,Massachusetts,0.9693245082234908,import_resilience_2012
25,Massachusetts,0.9424923224020412,export_resilience_2012
25,Massachusetts,0.0151135365185912,import_resilience_network_2012
25,Massachusetts,0.0062997069332664,export_resilience_network_2012
25,Massachusetts,0.9526681041535316,import_resilience_2017
25,Massachusetts,0.9016747460679512,export_resilience_2017
25,Massachusetts,0.0128411402706677,import_resilience_network_2017
25,Massachusetts,0.0069636930292065,export_resilience_network_2017
24,Maryland,0.9526411423209112,import_resilience_2012
24,Maryland,0.9092993649283831,export_resilience_2012
24,Maryland,0.0142803796806988,import_resilience_network_2012
24,Maryland,0.0087664669622483,export_resilience_network_2012
24,Maryland,0.9184563192477726,import_resilience_2017
24,Maryland,0.849742488312166,export_resilience_2017
24,Maryland,0.0189235202930035,import_resilience_network_2017
24,Maryland,0.0068280515196009,export_resilience_network_2017
23,Maine,0.8685623755256096,import_resilience_2012
23,Maine,0.8939046052914292,export_resilience_2012
23,Maine,0.0019898691742971,import_resilience_network_2012
23,Maine,0.0030288569712762,export_resilience_network_2012
23,Maine,0.8648096953335532,import_resilience_2017
23,Maine,0.0,export_resilience_2017
23,Maine,0.0009067712744086,import_resilience_network_2017
23,Maine,0.0,export_resilience_network_2017
26,Michigan,0.950669568918584,import_resilience_2012
26,Michigan,0.9502826178894752,export_resilience_2012
26,Michigan,0.01277711633516,import_resilience_network_2012
26,Michigan,0.020496133401563,export_resilience_network_2012
26,Michigan,0.9625651983315804,import_resilience_2017
26,Michigan,0.9443373963676304,export_resilience_2017
26,Michigan,0.0215399625547439,import_resilience_network_2017
26,Michigan,0.0221756785388074,export_resilience_network_2017
27,Minnesota,0.9262278664862826,import_resilience_2012
27,Minnesota,0.9595595084875792,export_resilience_2012
27,Minnesota,0.0212666839825551,import_resilience_network_2012
27,Minnesota,0.0367178751894039,export_resilience_network_2012
27,Minnesota,0.9032455624575834,import_resilience_2017
27,Minnesota,0.9545290204834964,export_resilience_2017
27,Minnesota,0.0178983383511878,import_resilience_network_2017
27,Minnesota,0.0398703882341845,export_resilience_network_2017
29,Missouri,0.9518273444900044,import_resilience_2012
29,Missouri,0.9530870661232784,export_resilience_2012
29,Missouri,0.0210095345847751,import_resilience_network_2012
29,Missouri,0.028482438518254,export_resilience_network_2012
29,Missouri,0.9492719884506182,import_resilience_2017
29,Missouri,0.9409857506708555,export_resilience_2017
29,Missouri,0.0136010772706013,import_resilience_network_2017
29,Missouri,0.0317435270888705,export_resilience_network_2017
28,Mississippi,0.9298031267147532,import_resilience_2012
28,Mississippi,0.8584833245296262,export_resilience_2012
28,Mississippi,0.0056200594430983,import_resilience_network_2012
28,Mississippi,0.0038612039224114,export_resilience_network_2012
28,Mississippi,0.9179076675686242,import_resilience_2017
28,Mississippi,0.9270022598841392,export_resilience_2017
28,Mississippi,0.0022835164664475,import_resilience_network_2017
28,Mississippi,0.0112891788100984,export_resilience_network_2017
30,Montana,0.8888572173126662,import_resilience_2012
30,Montana,0.7875560880268204,export_resilience_2012
30,Montana,0.0029996238463158,import_resilience_network_2012
30,Montana,0.000725050084459,export_resilience_network_2012
30,Montana,0.8649053976269507,import_resilience_2017
30,Montana,0.3862974410402571,export_resilience_2017
30,Montana,0.0017087682167619,import_resilience_network_2017
30,Montana,0.0015237659610078,export_resilience_network_2017
37,North Carolina,0.9622760936194475,import_resilience_2012
37,North Carolina,0.957620264029569,export_resilience_2012
37,North Carolina,0.0235137032556487,import_resilience_network_2012
37,North Carolina,0.0207220254990197,export_resilience_network_2012
37,North Carolina,0.9684151759285494,import_resilience_2017
37,North Carolina,0.9592288839831146,export_resilience_2017
37,North Carolina,0.0264343114449218,import_resilience_network_2017
37,North Carolina,0.0249183536007239,export_resilience_network_2017
38,North Dakota,0.7950298221448071,import_resilience_2012
38,North Dakota,0.7202041563121866,export_resilience_2012
38,North Dakota,0.0034708281159648,import_resilience_network_2012
38,North Dakota,0.0117082577639027,export_resilience_network_2012
38,North Dakota,0.8631858530247923,import_resilience_2017
38,North Dakota,0.7577973790074009,export_resilience_2017
38,North Dakota,0.0012380104811864,import_resilience_network_2017
38,North Dakota,0.0180100896777169,export_resilience_network_2017
31,Nebraska,0.7715560394118214,import_resilience_2012
31,Nebraska,0.9311172240210108,export_resilience_2012
31,Nebraska,0.0103853301599172,import_resilience_network_2012
31,Nebraska,0.040680851105528,export_resilience_network_2012
31,Nebraska,0.911374210754788,import_resilience_2017
31,Nebraska,0.9621022467196948,export_resilience_2017
31,Nebraska,0.0194795115932628,import_resilience_network_2017
31,Nebraska,0.0451732508771472,export_resilience_network_2017
33,New Hampshire,0.9376174106671544,import_resilience_2012
33,New Hampshire,0.727465469001583,export_resilience_2012
33,New Hampshire,0.0020732084429861,import_resilience_network_2012
33,New Hampshire,0.000566672334511,export_resilience_network_2012
33,New Hampshire,0.7928130146378264,import_resilience_2017
33,New Hampshire,0.7128854155250632,export_resilience_2017
33,New Hampshire,0.0005196997171116,import_resilience_network_2017
